0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
-0.7477;0.134;0.0496;0.0039;0.3506;0.2478;-0.9127;-0.053;-0.9185;0.7478;0.0588;-0.094;0.9537;0.6137;-0.2404;-0.5554;-0.5062;-0.5207;-0.5467;-0.4611;0.2137;0.3691;-0.2421;-0.7605;-0.6752;0.0734;-0.9543;0.8614;0.3968;-0.3237
-0.9562297821279853;-0.600897143768828;-0.8091219468790553;0.21975724971349414;-0.42798214843709576;0.3665231080222393;0.1234;0.916808442866562;0.7984299900331447;0.9629900892563408;0.7074451269271922;0.20035682890129444;0.6035;-0.2581;-0.5129926626731203;0.0758276863426082;0.3851654370248927;-0.7286786000079061;0.14485539649095958;0.27397730539737425;0.17231065719454383;0.5934857987410795;-0.1490434433233386;0.3677309742625126;0.7046964528193881;-0.29824890512103225;0.5893889575019686;0.34503515624474995;0.1882425839683965;-0.04174475099605531
0.7737;-0.1357;0.1935;0.043;0.2788;0.829;-0.8806;0.1713;-0.8488;-0.9966;-0.761;-0.0108;0.6785;0.846;-0.6749;-0.7198;0.3526;0.137;-0.3547;0.0843;0.2284;-0.5304;0.7764;0.6618;0.3165;-0.1549;0.6555;-0.4732;0.8369;0.5623
0.0898;-0.4788;0.3146;-0.7028;0.5046;-0.9356;0.0379;0.5002;0.5768;0.7757;-0.5703;0.2886;-0.4245;0.3792;-0.8082;0.1488;-0.8551;0.033;-0.9719;0.0898;-0.4447;0.6277;0.6752;0.5604;0.5198;0.5009;0.7631;0.8293;-0.3242;0.1334
-0.6227297821279852;-0.885097143768828;-0.7612219468790553;0.3218572497134941;0.5700178515629055;-0.9475768919777608;0.3242;0.2313084428665623;-0.3846700099668554;-0.7700099107436592;0.16594512692719204;-0.043743171098705486;0.1878;0.5879;-0.9242926626731203;-0.7228723136573919;0.18946543702489307;0.08982139999209429;0.5836553964909597;0.18187730539737373;0.44101065719454385;-0.6374142012589205;0.03385655667666139;-0.03936902573748723;-0.46290354718061233;-0.6192489051210319;0.7205889575019686;-0.5286648437552502;-0.28435741603160414;-0.40384475099605566
0.7316;0.3676;-0.7146;0.282;-0.3463;-0.5963;0.4451;0.8194;0.2022;-0.2264;0.9557;-0.6376;-0.4329;-0.9364;-0.8572;0.9001;0.6534;0.1844;0.04;0.4817;0.3129;-0.7324;0.5609;-0.8457;0.4825;-0.4354;-0.7619;-0.2197;0.9126;0.0375
-0.6494583786959273;0.4842676364580174;-0.8503765639803958;-0.38228573051554665;-0.8809541801189237;0.28943038387992076;0.5274;0.26761445585724397;-0.7828;-0.4304513214391806;0.4551;0.04099239008956767;0.2554;-0.3951;0.9094921583900832;0.09477883517985908;-0.8445687509499049;0.6593922144693252;-0.1944724667956962;-0.08091462275890823;-0.1328201613225983;0.5362097610778278;0.775742508627721;-0.5843030351751664;-0.4922020432764638;0.4331701478266632;-0.13319844264617797;-0.45454451281025576;-0.09914268391369649;0.9111191090351275
-0.29118816082391263;0.6058899191399687;-0.6610454539112106;-0.36431972345095226;-0.6714421567303566;-0.1593590377827295;-0.553;0.13289767364170793;0.12245058025577252;0.8610785840838477;0.2682912158424472;0.13313313717530553;-0.6181;-0.5409;0.31647402110430395;-0.6170440450755921;0.18968310637757146;-0.9575390370319278;0.9044232256077019;-0.25702809562845724;0.17269089333637866;-0.3707487893766863;-0.19519201872083033;-0.4074452080673738;-0.4065637502083742;-0.5078954952148886;0.9927295283337018;0.2725870656723221;-0.24739210368434197;0.8209227863990138
0.457954493474998;0.9923070433595864;-0.813909191689869;-0.1550121626197246;0.15099633060051826;-0.16762112903245377;-1.1101995985980113;-0.8375843057052856;1.026649244639409;-0.6303727764632494;0.11698311111987929;-0.5446557260040475;-0.08156016785780512;-0.5594675529683506;0.4948899204944356;0.45552938334094584;-0.29984145292470926;0.03570644822879718;0.5445829043501296;-0.6274521885477842;0.8308813166077443;-0.2976770182723482;-0.0416759038678723;0.6489001199415626;-0.826817307507599;-0.059325725849242616;0.21592878917435232;0.392486892311259;-0.5508730266050959;0.7891997642644529
-0.44545837869592736;-0.6194905822293255;-0.4403954248485141;-0.4838185486614748;0.6027409973546315;0.19982431968191297;0.3202;-0.6151;0.426;-0.6404924824511016;0.6372382010019174;-0.16238955273409011;-0.6583;-0.5931;0.08851717727662198;-0.5916158127676481;-0.1989178436022558;-0.6104784213256388;-0.9272730442257201;-0.9255261085652456;-0.5436496270911638;-0.2618171556984701;-0.060677713461431325;0.38029955181940867;-0.9666594675577919;-0.007768987148265118;0.703011573281987;0.825925937235838;0.4353377238967744;0.6038656899787138
-0.5872799312023161;0.3854218646420799;-0.36725022831020104;-0.5163776070107343;-0.11917835092557223;0.5656234726802576;0.0076;-0.3093628375691367;-0.49789398613149954;-0.4309829820538749;-0.43735843187390183;0.15982801647083392;-0.4784;-0.5152;-0.5754016798182683;-0.23882318281240886;-0.5820370964296182;-0.14039414814357848;0.49951008268281094;-0.0030532008773946602;-0.8720414557550107;-0.510638364446284;-0.5054034717140437;0.4607966467550584;-0.6436457956381044;-0.1561834331122138;-0.7357818664580246;-0.26865833794623317;-0.6117032513076675;-0.5813305243473333
0.4875760459813868;0.35514529442966913;-0.5366256512127562;-0.8461748537263183;-0.40066434599852124;0.8912552483275501;-0.5744995985980114;-0.07541355997385721;-0.42732557822917777;0.41091874970993325;0.2171300734172784;0.7040133220199921;1.198739832142195;1.1823324470316494;0.8046852233491141;0.9236728491783317;0.5234144309510288;-0.6610360057209638;0.08443787498665077;-0.3466194959421667;0.2663902669655228;-0.1646638122438544;0.5566340261463212;0.9038747275589053;0.3143057489172903;0.5412940162560748;0.6851248590223779;-0.7048847680886825;0.8790895071740535;-0.5609481439352385
-0.28535837869592734;-1.0015609660714593;-0.9369060958366483;0.9689481498597681;0.22543368393121183;-0.2152168476101121;0.6923;-0.8703;0.9584;0.7307432481059363;-0.1821838538119086;0.9298660077627632;0.392;-0.8329;0.7916229306556134;0.7787990490817441;0.9091252651833127;0.213853489721542;0.6012411547924237;-0.36939385172475087;-0.6518519180352221;-0.369041554411626;-0.585431595061015;-0.6560112610530324;-0.5265652362224954;0.6308062398419535;0.3701783581227434;0.7094312441008747;0.5279465770390916;0.24481851773795613
-1.0688537361465984;0.571751760325983;0.46789007896680795;-0.35177930727588747;0.2863770437416155;-0.966576491834049;-0.4116995985980113;-0.5465336486414349;0.3444740107714106;0.19158842745119467;-0.11883569699842411;-0.47586921327062415;-0.6337601678578051;0.18583244703164944;-0.016674657095100492;0.033743633134370475;-0.9361490988811363;-0.1268124610929033;-0.7539676386973638;-0.921935930663253;0.7910543009227949;-0.7100397120425782;0.996990795731061;0.2335734971487965;0.7267892490014809;-0.28711244954627685;0.321984342637042;0.4840646118313248;0.8153138225147815;0.3024628540396929
0.11894162130407267;-0.091648444936169;0.5047644344061427;-0.6764615458051274;-0.8227094873716436;-0.6400446861367447;0.6085;-0.8470285315341396;0.8211503558788368;-0.8109121896246893;-0.4253417613988962;0.9876164331100022;-0.3897;0.2373;-0.02177579794411079;0.5481633115153159;-0.9945117211743748;-1.021474237455676;-0.07124796915214923;-0.7072175219023248;-0.971768317248856;-0.4836063906515401;-0.9655800696659971;-0.6134434657256542;-0.8532936823522915;-0.09361056543641089;-0.5172508584986695;-0.0952525584968511;0.4748617429458778;0.7841352507338833
0.8126416213040727;-0.28994486264192837;0.49786908066676644;-0.7076674380799797;-0.8118650868090838;0.25602365276657846;-0.8047;-0.9249;-0.3591661560326735;0.37332998698143577;0.8898650184083644;-0.34208446697904427;0.8746;0.7641;-0.013439355251854574;0.4099355257228557;0.42124008720977424;-0.1714528229330273;0.652932832917275;0.18464468123736083;0.4628365299513402;-0.5773450785666483;0.5985136733864989;0.6613063858742098;0.5577679421480359;-0.5547897397689855;-0.7789844414590198;-0.13474465592361734;-0.04489141747943;0.4438484581998237
-0.11308816082391258;-0.6908323194869105;-0.2772802365473328;0.1583555230426658;0.9411556920578353;0.48207135879635243;-0.2846;0.839284197613739;-0.10902000777611251;-0.32541082447979663;-0.7806791760314729;0.3248558426665099;0.7827;-0.9299;0.1044168765694961;0.5247767626554405;0.017719454260979168;0.06584582278146915;-0.8645256255123066;-1.0527540322588527;-0.5758794404915647;1.0064860899502992;0.38889616836714064;0.6170580290787357;0.24554412726715888;-0.005769033513821199;0.26111360374905046;-0.03329832794540316;0.35956943679982045;-0.8082699607833014
-0.9739583786959273;0.3958071097134484;-0.5365672693499822;-0.5827554269855931;0.28912689169273875;-0.9554758239312372;-0.225;0.6873308622739217;0.311650319455165;-0.2783498886154833;-0.07895542674026558;0.06729227875129704;0.4987;-0.9456;0.07301478646428518;0.3330418286936045;0.15468562998724764;0.14471042503073886;0.5880356230653299;0.6601981143441266;0.28857093951169527;1.0332872126311794;-0.45480413374736317;-0.31395913571610184;0.48033862786634063;0.5233157217456083;-0.37994159031189373;-0.7561693572764775;0.8414029522020849;-0.4738515508215393
-0.16185837869592734;-0.42374524369833627;-0.15702995420682536;0.4284616451411791;-0.03662743860429631;0.24648974141258978;-0.3658;-0.7246017167991031;0.6801537623899346;0.17980949570123364;-0.4867004075494435;0.6978382013467884;0.8752;0.6703;0.9592697641302912;0.29704995183821864;-0.5138127337919282;-0.035901546855940956;0.17203874494865082;0.9052959141018477;-0.599363906618966;-0.33934203232037935;-0.8506617779953995;0.1612569824549372;0.7340663382083563;0.5572469719497267;-0.7954771122177307;0.1080762241211861;-0.8974630777216546;0.18969049575519312
-0.2707881608239126;-0.6379155881095224;-0.23588885055639072;-0.6885530461245328;-0.7607987446862439;-0.6735428428136603;0.4379;0.18233930514048402;-0.25688584654436386;-0.6235397053494893;-0.42471029981307346;-0.35090211997087106;0.1112;-0.2077;0.1590354911042705;-0.0933708114850962;-0.5340248435600862;0.7143226181091809;-0.9770180241052269;-0.4387519005026446;0.8511259486739224;-0.28413711929154034;-0.015220461421069812;-0.28816902573748737;0.827203635244;-0.3353733652919616;0.19772637498173498;-0.1928989238543682;-0.8930124457811924;-0.3352840633504892
-0.5797583786959273;0.6929683116052355;0.7077889730020416;0.6989217741942575;-0.2795973114117306;-0.8040994720411905;-0.9926;-0.8598855441427561;-0.3519649625600543;0.4562751760592015;-0.04195542674026559;-0.13824981776095338;0.6792;-0.5155;0.3719282440035758;-0.2863984978277044;-0.20525370456944753;-0.1019419090758204;-0.7371879553032502;-0.4137027899935343;-0.1387275153243218;-0.3111279009848397;0.6560549485944804;-0.5452034833557577;-0.6972971824140148;-0.718287324154133;-0.18505711748777043;-0.09254304345445778;-0.32851669887473073;-0.7374792627137219
-0.6419583786959273;0.7440636720084158;0.13757264848965867;0.2781057302525309;-0.33691904959528013;0.26540713080873074;-0.7765;0.547914455857244;0.8808049264017991;0.2506913343116156;-0.21529426281532266;-0.8295659740467077;-0.9039;-0.6547;0.36523232233358793;0.7549015021722956;0.06041466880997598;-0.7804990076469003;0.17648373746189028;0.2512796435358418;0.6501724846756781;-0.3443745578543327;-0.49463960094873;-0.8537034833557577;0.9390921407608399;0.571412675845867;0.443800795013849;0.007736704973345095;0.4672006428756562;-0.41647926271372215
-0.5572;-0.43233632799158445;0.752893980424888;0.042331142123557194;0.42605504704529856;-0.9338857252650926;0.9835;0.6213813991412495;0.638104926401799;0.9483465426781295;0.002416281689598947;-0.9488080467392103;-0.5041;0.278;0.7692791612220259;0.24500150217229558;-0.17002367588197884;-0.5025160702220569;0.4582416695505229;-0.43560302013819885;-0.5714926979864708;-0.4100068709470799;-0.6504708010423638;-0.5516034833557577;-0.9957673865964429;-0.5512265749442788;-0.1280920680852211;0.3318826310406115;-0.2727672362370875;-0.6574792627137219
-0.6031;-0.08079607158874887;0.2085180383572458;-0.23885360797904917;0.8663089654304104;0.09017932135765723;-0.2428;-0.8919186008587505;-0.7011289175655276;-0.12551502899977252;0.9751976296641149;-0.45718735921077513;0.0302;0.1395;-0.6109221320048066;0.3167015021722956;0.04753430165618372;-0.6116292435357116;0.6468416695505227;0.9785348036582644;0.26260105845639575;0.5865654106771248;-0.08988755500334658;0.5886965166442423;0.6583545591465411;-0.7225306622677924;-0.35217638264532025;-0.1818095209017933;-0.9018258839287442;0.11979554804937127
-0.9714;-0.5655596956063097;0.13299403119023326;0.3085341585167355;0.045965435349137294;-0.40536374068026937;0.5349;-0.14111860085875041;-0.6353950735982009;-0.02263706511356111;-0.96938520363234;-0.8326334634141122;0.2667;-0.5632;0.8573835610453951;0.841992205572365;0.7198830246933999;0.8144005745817874;0.11345586856866641;0.19900670548276195;-0.12859071262917826;-0.21253039033628324;0.4366458239094243;-0.6297034833557578;-0.0756493659320299;0.675585652530628;0.24817900654127184;-0.4574095209017935;0.4959468244641952;0.4199398147476079
0.0852;-0.9012194392034744;-0.8089587462026953;-0.40285852283874973;0.8407694510715861;0.6569178180746752;0.7434;0.14689780555792725;0.5503710824344724;-0.47211712838465986;0.61511479636766;0.748178937672945;-0.1914;-0.0552;-0.2752177321814374;0.10669220557236507;-0.46397179540031314;-0.949516555852408;0.6707704032757301;0.6073372778134838;-0.4157072178659432;0.46273560718917695;0.00954612681190747;-0.6377;0.1502515097049083;-0.6356210235409926;-0.05719438236047969;-0.049806819413686094;-0.7778752121117574;-0.6879252508736795
-0.2701;-0.16601791885321626;-0.19997910536724414;-0.3502799719485642;0.6042694510715861;-0.6476820573934522;-0.04;0.5678978055579272;0.07251134811266949;-0.5569753775432061;-0.4577389715765646;0.0521854309523049;0.9009;-0.1079;0.5419917847545519;0.937292205572365;-0.6954358136572834;-0.769416555852408;-0.3791942571036719;1.0087821092917786;0.40937521658057435;-0.08612437268423158;0.5524676503266522;-0.6845039750504004;-0.5282430716635772;-0.7838863470972652;0.35622676261559366;0.6394061372708812;-0.07425219881289795;0.8315747491263205
-0.1483;0.8679848054886166;0.8598787773255133;0.5541206131200396;0.08915264826082021;-0.6047526789636378;-0.8161;-0.9237017084076732;-0.36239880652738077;0.8797715592926934;-0.8989001355015077;0.3188659246293476;-0.9688;0.3782;-0.9061044519655436;-0.525507794427635;-0.19280873237070742;0.506557552063033;-0.5311;0.8899944974669838;0.2690442854737862;0.6328614722325737;-0.6498362098984447;-0.9369;0.5222474440388443;0.2379741284220926;-0.9595937751895464;-0.6769974993751252;0.5859137779942619;-0.9444329828707246
-0.6223;-0.9124195374706269;0.49681137249885443;0.7976206131200395;-0.40850308401053004;0.13222000843143525;-0.1698;-0.6238995139656005;0.26250119347261924;0.32035517884784853;0.23638693772068284;-0.06527574103072721;0.0017;0.1056;0.6621958043639548;0.661192205572365;0.2935388269573384;-0.9463833551961557;-0.7;0.6251960087340934;-0.5679;-0.5574573380514041;0.019119753577430173;-0.4895;0.6874845558451067;-0.6296498575373737;-0.5355804741822983;0.13200250062487492;-0.11520306463041266;0.42338521666630646
-0.7407;-0.30631941340282914;0.7761363205478258;-0.9321214491098143;0.9983559667554508;-0.4637523759975972;-0.1532;0.5852004860343996;0.8057113481126695;-0.7364581481452983;0.6272697710171375;0.31319827505950015;-0.9447;-0.9894;-0.4972041740545906;0.5083;0.9957543841441134;-0.7103;-0.7003;-0.6882529408147207;-0.313;0.31360553766066573;0.4276021739007461;0.32009602494959993;-0.7894778733943987;-0.7015168999850774;-0.8144038059242574;-0.008705347432720202;0.8527569252448101;0.6476852166663064
-0.2056;-0.42821915047287545;0.22064518288090837;0.5613;-0.6060130919227634;0.24524762400240277;0.1471;0.8096004860343995;0.03870119347261923;-0.9071293764308476;0.09978945549507848;-0.5759276828701093;0.2907;0.8712;0.8511958259454091;0.966;-0.07949879233178705;0.0947;-0.8283;-0.6168945655686254;0.0094;0.07136226349879098;-0.8492041948367969;-0.7947;0.5250029683523497;0.9210705677529378;0.30139546818295315;0.4273891971435631;0.660855921986343;-0.17191478333369364
-0.0583;0.2288808495271244;0.7431517788170932;0.9987;0.4413997123280867;-0.2551;-0.8489;-0.9194995139656005;-0.29409880652738074;-0.6273574953944735;1.0009870732221906;0.3659723171298907;-0.8772;0.559;-0.9293041740545909;-0.2918;0.797401207668213;-0.6114002316747869;-0.1068;0.6604054344313746;-0.8798;0.7578791548002695;-0.8229;-0.9395;-0.1890783432109122;0.33214140391124436;0.15158008335959852;0.5450891971435632;0.47075592198634286;-0.7044147833336937
0.0556;-0.02940552259423373;-0.5301845775497311;-0.2662;-0.893098775352028;-0.8825;0.5184;-0.9011;-0.46069880652738077;0.1053024264334939;-0.8043129267778096;0.10027231712989074;0.2893;0.2794;0.1208958259454093;0.7838;0.257001207668213;-0.17480023167478684;-0.6122;-0.19549761268841373;0.254;-0.34122084519973034;-0.3532;-0.7247;0.9243216567890882;0.8041708361583063;-0.8605199166404016;-0.15291080285643688;-0.34274407801365714;-0.5484
-0.6472;0.8979;-0.03399340406381543;-0.2949;0.863101224647972;0.7135;-0.8294;-0.1462;0.9112;-0.8615513977846407;0.5128;-0.3504;0.104;-0.5786;-0.7195;-0.846;0.8697;-0.9180002316747868;0.6364;-0.2095;0.3488;0.2402;0.999;0.5918;0.3259186884367384;-0.5661291638416937;0.1367;-0.0333;0.2495;-0.5576
-0.4765;0.1483;0.2034;-0.5218;0.3895;-0.836;0.8884;-0.3532;-0.8187;-0.798;-0.6833;0.5349;0.6415;0.948;0.4236;0.6366;0.0822;-0.0636;0.6235;0.0009;0.626;-0.5264;0.4417;0.3133;0.5442;0.5056;-0.7449;-0.1527;-0.917;0.3932
0.9771;-0.1869;-0.9141;-0.8816;-0.8504;0.9148;0.9483;0.2182;-0.6781;-0.4722;0.8229;-0.0597;0.3584;0.5346;-0.8393;-0.5413;-0.4722;-0.3266;0.3469;-0.3474;0.4273;-0.4331;-0.2668;0.1939;0.9624;-0.8905;0.6909;-0.4366;-0.3272;-0.3654
-0.1336;-0.4673;-0.3196;0.9159;-0.5937;0.0583;0.9933;-0.2695;0.0677;0.4768;0.8978;0.4409;0.2648;0.7071;0.3158;-0.969;0.9341;0.0885;0.5433;-0.2975;-0.1329;0.9276;0.3562;-0.597;-0.1022;0.4651;0.2135;-0.3494;-0.7212;0.9483
0.1093;0.9765;-0.4478;0.2494;0.6869;0.6739;-0.4035;-0.3398;-0.1815;-0.3941;-0.5899;0.357;-0.1527;-0.2853;-0.1902;-0.3548;-0.6986;0.611;-0.0226;-0.7423;-0.1798;-0.1717;0.7076;0.8664;0.8429;0.8445;-0.5604;-0.848;0.0298;0.1292
0.4907;0.5156;-0.0026;-0.6013;-0.2272;0.2205;-0.4783;-0.0175;0.2476;-0.2661;-0.712;0.3234;0.8924;-0.7474;0.4433;0.6596;-0.3694;0.9281;-0.5106;0.4437;-0.9521;0.2223;0.9726;0.8748;-0.8245;-0.5026;0.3386;-0.2056;-0.1903;-0.007
0.1442;-0.6552;-0.1531;0.7442;0.5639;0.9289;0.8203;0.9155;-0.6558;-0.084;0.2747;-0.8697;0.9255;0.1686;-0.5247;0.1803;-0.2274;-0.41;0.0178;0.305;0.915;-0.4253;-0.2732;0.3867;0.9801;0.2586;-0.3977;0.0054;-0.4791;0.7879
-0.3852;-0.0689;0.3898;-0.6408;-0.8612;-0.3031;0.5137;0.6043;-0.3358;0.4176;-0.3135;-0.325;-0.0286;-0.1271;-0.7238;-0.2936;-0.2035;0.044;0.565;0.186;0.508;0.2893;-0.4891;0.8218;0.2199;0.7282;-0.4219;-0.38;-0.385;-0.8951
-0.7285;-0.5412;-0.6387;0.9248;-0.6317;-0.4372;0.2378;0.797;-0.8707;-0.392;-0.4261;0.527;-0.143;0.7523;0.2706;0.7613;0.0788;0.6975;-0.6519;-0.6505;-0.4789;0.7279;0.55;-0.2294;0.8202;0.2455;0.8139;-0.5083;0.7768;0.2899
-0.988;-0.6342;0.2725;-0.9801;-0.8471;-0.6861;-0.2962;-0.218;0.9832;0.4237;0.1238;0.0482;-0.2106;-0.9683;-0.4083;-0.4044;-0.2506;-0.9965;0.7146;-0.2462;-0.8722;-0.1074;0.2052;0.1273;-0.02;0.2597;0.4127;0.2101;-0.7285;0.3361
-0.5916;-0.9506;-0.8884;-0.9538;0.2229;0.0946;0.8539;-0.3081;0.0199;-0.1523;-0.9835;0.9512;0.0684;0.4921;-0.8199;-0.021;-0.7941;-0.778;-0.4343;0.1997;0.0355;0.9223;-0.2952;-0.542;-0.246;0.4942;0.925;0.3674;-0.537;-0.0605
-0.0312;-0.0335;-0.9734;0.7284;-0.8831;0.0568;0.5144;-0.9932;0.1219;-0.4462;-0.048;0.2193;-0.6479;-0.9876;-0.0519;-0.5555;0.4364;0.017;0.8164;0.5024;-0.1427;0.0599;0.695;-0.6361;-0.5892;-0.2897;-0.7767;-0.9595;-0.6494;0.9401
0.8095;-0.6154;0.3717;0.6695;-0.9381;0.5134;0.004;0.9409;0.8649;-0.5238;0.1112;-0.8382;-0.8681;0.9569;0.5284;0.6112;-0.4371;0.0955;-0.3449;0.8204;-0.015;-0.1154;0.5525;-0.2933;0.3853;-0.8012;0.6819;0.4537;0.7643;-0.4721
-0.6696;0.8711;-0.1545;0.0821;0.1353;0.795;0.4743;-0.702;-0.5432;0.3707;-0.706;0.5222;-0.3509;0.0703;-0.9087;0.238;-0.2132;0.9198;-0.9889;-0.6023;-0.0215;-0.9052;-0.9333;0.9814;-0.4353;-0.9655;-0.6938;-0.1547;0.1186;-0.9419
